x,y,yaw,curvature,speed
-5.641743,-12.234926,2.309092,0.089462,2.973
-5.723748,-12.145773,2.318722,0.069586,3.058
-5.807382,-12.056383,2.326093,0.050925,3.08
-5.892652,-11.966383,2.333937,0.075134,3.044
-5.980034,-11.87587,2.344048,0.08582,3.044
-6.069295,-11.785396,2.356445,0.108904,3.072
-6.160825,-11.695169,2.372346,0.13826,3.118
-6.254952,-11.605641,2.391845,0.161831,3.189
-6.351887,-11.517266,2.411887,0.143226,3.259
-6.451911,-11.429483,2.430221,0.132185,3.395
-6.555136,-11.342083,2.446745,0.112657,3.532
-6.6612,-11.255037,2.462695,0.119893,3.668
-6.770069,-11.168666,2.477378,0.092054,3.778
-6.881087,-11.082892,2.488727,0.07001,3.868
-6.993897,-10.997497,2.497783,0.058348,3.934
-7.1079,-10.912673,2.506301,0.061081,4.0
-7.223956,-10.827885,2.514608,0.05431,4.0
-7.342612,-10.742623,2.522759,0.057513,4.0
-7.463306,-10.657432,2.531696,0.06356,4.0
-7.58585,-10.572656,2.540684,0.056998,4.0
-7.710455,-10.488019,2.546882,0.025692,4.0
-7.836421,-10.40317,2.550562,0.022839,4.0
-7.963484,-10.318224,2.553275,0.012656,4.0
-8.09224,-10.232508,2.555361,0.0143,4.0
-8.22265,-10.146109,2.555907,0.007191,4.0
-8.352481,-10.059884,2.55361,0.022633,4.0
-8.4798,-9.974683,2.549609,0.029616,4.0
-8.605008,-9.890076,2.543641,0.04955,4.0
-8.728123,-9.805542,2.537229,0.036366,4.0
-8.848609,-9.721854,2.533382,0.015653,4.0
-8.967191,-9.639088,2.530518,0.024004,4.0
-9.084116,-9.556878,2.527628,0.016431,4.0
-9.198893,-9.475776,2.524197,0.032615,4.0
-9.311564,-9.395393,2.520146,0.025579,4.0
-9.423264,-9.315106,2.517534,0.012192,4.0
-9.535258,-9.234321,2.514739,0.028249,4.0
-9.647242,-9.152877,2.51131,0.021317,4.0
-9.759196,-9.070948,2.50706,0.039545,4.0
-9.871969,-8.98746,2.50112,0.045396,4.0
-9.984628,-8.902938,2.495563,0.03359,4.0
-10.097222,-8.817628,2.490608,0.03657,4.0
-10.209673,-8.731508,2.485861,0.030431,4.0
-10.322203,-8.644553,2.481131,0.035919,4.0
-10.435202,-8.556307,2.473145,0.074705,4.0
-10.548837,-8.465573,2.463305,0.061106,4.0
-10.662722,-8.372963,2.4541,0.06428,4.0
-10.776793,-8.278392,2.443719,0.076558,4.0
-10.889605,-8.182686,2.432066,0.080522,4.0
-11.001736,-8.085232,2.420095,0.080799,4.0
-11.112926,-7.986225,2.407919,0.082965,4.0
-11.222838,-7.885896,2.39489,0.092353,4.0
-11.331072,-7.784341,2.381945,0.08297,4.0
-11.436588,-7.682881,2.373183,0.036577,4.0
-11.538759,-7.583593,2.367916,0.037175,4.0
-11.638152,-7.485987,2.36368,0.02328,4.0
-11.735183,-7.390088,2.363101,0.015497,4.0
-11.831077,-7.295709,2.365799,0.024739,4.0
-11.925933,-7.202967,2.366997,0.007106,4.0
-12.019672,-7.111146,2.365748,0.0119,4.0
-12.112926,-7.019514,2.364316,0.010006,4.0
-12.2057,-6.928115,2.361822,0.028134,4.0
-12.298541,-6.835976,2.357307,0.040703,4.0
-12.391614,-6.742614,2.352471,0.032842,4.0
